date_time_local,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr
"2024-10-04 05:00:00 MDT",1728039600,96.8,101.36,ENE,7,9,,86,-5.9,-3.9,-8,,16100,1.5,4,,,,-3.9,-5.4
"2024-10-04 04:00:00 MDT",1728036000,96.88,101.45,N,36,0,,87,-7,-5.2,,,16100,2,4,,,,-4,-6.4
"2024-10-04 03:00:00 MDT",1728032400,96.91,101.48,ESE,11,4,,81,-6.9,-4.1,-6,,16100,2,4,,,,-2.9,-4.9
"2024-10-04 02:00:00 MDT",1728028800,96.97,101.54,E,10,8,,80,-6.1,-3.1,-6,,16100,2,4,,,,-1.9,-3.5
"2024-10-04 01:00:00 MDT",1728025200,97,101.58,E,9,5,,82,-6,-3.4,-5,,16100,2,4,,,,-2.1,-3.8
"2024-10-04 00:00:00 MDT",1728021600,97,101.58,SE,12,4,,74,-6.4,-2.3,-4,,16100,2,4,,,,-1.2,-2.7
"2024-10-03 23:00:00 MDT",1728018000,97.02,101.6,S,17,5,,68,-6.6,-1.5,-3,,16100,3,4,,,,-0.6,-1.7
"2024-10-03 22:00:00 MDT",1728014400,97.03,101.61,SSW,21,13,,65,-6.5,-0.7,-5,,16100,3,4,,,,-0.4,-0.9
"2024-10-03 21:00:00 MDT",1728010800,97.07,101.65,S,18,13,,64,-6.7,-0.7,-5,,16100,3,4,,,,2,-0.7
"2024-10-03 20:00:00 MDT",1728007200,97.11,101.68,SW,22,8,,54,-6.4,2,,,16100,3,4,,,,3.3,1.8
"2024-10-03 19:00:00 MDT",1728003600,97.13,101.7,SW,22,8,,50,-6.3,3.2,,,16100,3,4,,,,5.4,3.2
"2024-10-03 18:00:00 MDT",1728000000,97.16,101.72,WSW,25,13,,43,-6.2,5.4,,,16100,2,4,,,,6.6,5.4
"2024-10-03 17:00:00 MDT",1727996400,97.18,101.73,W,28,15,,40,-6.3,6.3,,,16100,1.8,3,,,,6.6,5.5
"2024-10-03 16:00:00 MDT",1727992800,97.2,101.76,WNW,29,21,,42,-6.4,5.6,,,16100,1.7,4,,,,6.3,4.7
"2024-10-03 15:00:00 MDT",1727989200,97.24,101.8,WNW,30,24,35,42,-6.4,5.5,,,16100,1.7,4,,,,5.5,4
"2024-10-03 14:00:00 MDT",1727985600,97.31,101.88,W,27,18,28,44,-7,4.2,,,16100,1.7,3,,,,4.4,2.7
"2024-10-03 13:00:00 MDT",1727982000,97.36,101.94,NW,32,21,,47,-7,3.3,,,16100,1.7,3,,,,3.3,1.5
"2024-10-03 12:00:00 MDT",1727978400,97.4,101.98,NW,31,18,28,52,-7.3,1.7,,,16100,1.7,4,,,,1.9,0.6
"2024-10-03 11:00:00 MDT",1727974800,97.42,102.01,WNW,30,21,32,56,-7.3,0.6,,,16100,1.7,4,,,,0.8,0.3
"2024-10-03 10:00:00 MDT",1727971200,97.4,101.98,W,28,17,,60,-6.2,0.7,,,16100,1.7,4,,,,0.8,0.4
"2024-10-03 09:00:00 MDT",1727967600,97.39,101.97,WNW,30,18,32,58,-7,0.4,,,16100,1.8,4,,,,0.4,0.3
"2024-10-03 08:00:00 MDT",1727964000,97.37,101.95,WNW,29,17,,57,-7.3,0.3,,,16100,1.8,4,,,,0.4,0.2
"2024-10-03 07:00:00 MDT",1727960400,97.39,101.97,WNW,29,21,30,55,-7.6,0.4,,,16100,1.7,4,,,,0.4,0.3
"2024-10-03 06:00:00 MDT",1727956800,97.38,101.96,W,28,13,,59,-6.7,0.4,,,16100,1.6,4,,,,0.6,0.4
"2024-10-03 05:00:00 MDT",1727953200,97.36,101.94,W,28,15,,62,-6,0.6,,,16100,1.4,4,,,,0.7,0.5
"2024-10-03 04:00:00 MDT",1727949600,97.35,101.93,WNW,29,13,,65,-5.2,0.6,,,16100,1.4,4,,,,0.6,0.5
"2024-10-03 03:00:00 MDT",1727946000,97.32,101.89,WNW,29,13,,68,-4.6,0.6,,,16100,1.4,4,,,,0.6,0.5
"2024-10-03 02:00:00 MDT",1727942400,97.29,101.86,WNW,30,13,,69,-4.5,0.6,,,16100,1.4,4,,,,0.7,0.5
"2024-10-03 01:00:00 MDT",1727938800,97.27,101.84,NW,32,15,,66,-5,0.6,,,16100,1.3,4,,,,0.9,0.6
"2024-10-03 00:00:00 MDT",1727935200,97.25,101.82,N,35,15,,70,-4,0.9,,,16100,1.2,4,,,,1.3,0.9
"2024-10-02 23:00:00 MDT",1727931600,97.23,101.8,NNW,33,11,,72,-3.4,1.2,,,16100,1.1,4,,,,2.1,1.2
"2024-10-02 22:00:00 MDT",1727928000,97.18,101.75,NW,32,24,39,60,-4.9,2.1,,,16100,1.1,4,,,,2.5,2.1
"2024-10-02 21:00:00 MDT",1727924400,97.15,101.72,WNW,30,21,30,59,-4.6,2.6,,,16100,1.1,4,,,,2.7,2.5
"2024-10-02 20:00:00 MDT",1727920800,97.11,101.68,WNW,29,22,,57,-5,2.7,,,16100,1.1,4,,,,3,2.7
"2024-10-02 19:00:00 MDT",1727917200,97.06,101.63,WNW,30,28,41,54,-5.4,3,,,16100,1.1,4,,,,3.2,3
"2024-10-02 18:00:00 MDT",1727913600,97.04,101.61,W,28,26,34,52,-5.9,3.2,,,16100,1.1,4,,,,3.4,3.2
"2024-10-02 17:00:00 MDT",1727910000,97.03,101.59,WNW,30,21,30,54,-5.1,3.4,,,16100,1.1,4,,,,3.4,3.3
"2024-10-02 16:00:00 MDT",1727906400,97.02,101.58,NW,31,24,37,54,-5.1,3.3,,,16100,1,4,,,,3.6,3.2
"2024-10-02 15:00:00 MDT",1727902800,96.97,101.53,WNW,29,28,41,53,-5.2,3.5,,,16100,1,4,,,,3.6,3.3
"2024-10-02 14:00:00 MDT",1727899200,96.94,101.5,WNW,29,30,41,52,-5.4,3.5,,,16100,1,4,,,,3.8,3.2
"2024-10-02 13:00:00 MDT",1727895600,96.92,101.48,NW,31,34,43,53,-5.2,3.5,,,16100,1,4,,,,4.9,3.2
"2024-10-02 12:00:00 MDT",1727892000,96.86,101.42,NW,31,32,45,56,-4.5,3.5,,,16100,1,4,,,,3.8,2.8
"2024-10-02 11:00:00 MDT",1727888400,96.84,101.4,WNW,29,26,41,61,-3.4,3.5,,,16100,1,4,,,,3.5,1.2
"2024-10-02 10:00:00 MDT",1727884800,96.81,101.36,W,28,17,,68,-4,1.2,,,16100,1.1,4,,,,1.2,0
"2024-10-02 09:00:00 MDT",1727881200,96.78,101.33,W,28,18,,72,-4.5,0,-5,,16100,1.1,4,,,,0,-0.9
"2024-10-02 08:00:00 MDT",1727877600,96.75,101.3,W,28,15,,77,-4.5,-0.9,-6,,16100,1,4,,,,-0.9,-1.3
"2024-10-02 07:00:00 MDT",1727874000,96.71,101.26,W,26,17,,77,-4.7,-1.2,-6,,16100,1,4,,,,-0.7,-1.2
"2024-10-02 06:00:00 MDT",1727870400,96.68,101.22,W,27,13,,76,-4.4,-0.7,-5,,16100,1,4,,,,-0.2,-0.7
"2024-10-02 05:00:00 MDT",1727866800,96.64,101.17,W,26,15,,77,-4,-0.4,-5,,16100,1,4,,,,-0.4,-1.2
"2024-10-02 04:00:00 MDT",1727863200,96.58,101.11,W,26,15,,77,-4,-0.5,-5,,16100,1,4,,,,0.3,-1.2
"2024-10-02 03:00:00 MDT",1727859600,96.5,101.03,WNW,29,11,,75,-4.2,-0.3,-4,,16100,1,4,,,,0,-1.1
"2024-10-02 02:00:00 MDT",1727856000,96.45,100.98,WNW,29,11,,75,-4.9,-1,-5,,16100,1,4,,,,0.1,-1
"2024-10-02 01:00:00 MDT",1727852400,96.4,100.92,W,28,13,,76,-4,-0.2,-4,,16100,1,4,,,,0.6,-2.1
"2024-10-02 00:00:00 MDT",1727848800,96.38,100.91,W,26,9,,82,-4,-1.3,-5,,16100,1.1,4,,,,-0.9,-1.8
"2024-10-01 23:00:00 MDT",1727845200,96.34,100.87,W,26,8,,79,-4.1,-0.9,-4,,16100,1.3,4,,,,2.4,-1
"2024-10-01 22:00:00 MDT",1727841600,96.33,100.85,NNW,33,4,,64,-3.6,2.5,,,16100,1.5,4,,,,2.9,1.8
"2024-10-01 21:00:00 MDT",1727838000,96.26,100.79,NNE,2,9,,65,-3.6,2.4,,,16100,1.6,4,,,,4.2,2.4
"2024-10-01 20:00:00 MDT",1727834400,96.22,100.74,NNE,3,15,,59,-3.2,4.1,,,16100,1.6,4,,,,4.7,3.5
"2024-10-01 19:00:00 MDT",1727830800,96.18,100.7,NNE,2,9,,61,-2.2,4.7,,,16100,1.5,4,,,,6.5,4.5
"2024-10-01 18:00:00 MDT",1727827200,96.18,100.69,N,36,0,,54,-2.2,6.4,,,16100,1.5,4,,,,6.5,6.3
"2024-10-01 17:00:00 MDT",1727823600,96.17,100.68,NNE,2,4,,52,-2.8,6.3,,,16100,1.5,4,,,,6.6,6.2
"2024-10-01 16:00:00 MDT",1727820000,96.18,100.69,N,1,8,,53,-2.4,6.6,,,16100,1.4,4,,,,6.8,6.3
"2024-10-01 15:00:00 MDT",1727816400,96.2,100.71,NNW,33,8,,55,-2.2,6.3,,,16100,1.5,4,,,,6.5,5.7
"2024-10-01 14:00:00 MDT",1727812800,96.25,100.76,WNW,29,8,,58,-2,5.7,,,16100,1.4,3,,,,6,5.2
"2024-10-01 13:00:00 MDT",1727809200,96.28,100.79,NW,31,5,,60,-2,5.2,,,16100,1.3,4,,,,5.2,3.9
"2024-10-01 12:00:00 MDT",1727805600,96.34,100.85,NNW,34,5,,62,-2.6,4,,,16100,1.2,4,,,,4.1,3.3
"2024-10-01 11:00:00 MDT",1727802000,96.4,100.92,NNW,33,9,,65,-2.4,3.5,,,16100,1.3,3,,,,3.6,2.5
"2024-10-01 10:00:00 MDT",1727798400,96.45,100.96,WNW,30,5,,72,-1.9,2.7,,,16100,1.3,3,,,,2.7,0.6
"2024-10-01 09:00:00 MDT",1727794800,96.49,101.01,WSW,25,11,,81,-2.3,0.6,,,16100,1.4,4,,,,0.6,-0.1
"2024-10-01 08:00:00 MDT",1727791200,96.51,101.03,WSW,24,11,,83,-2.6,0,-4,,16100,1.4,3,,,,0,-0.5
"2024-10-01 07:00:00 MDT",1727787600,96.56,101.07,SW,22,9,,81,-3.1,-0.2,-3,,16100,1.4,4,,,,-0.2,-0.9
"2024-10-01 06:00:00 MDT",1727784000,96.59,101.1,SW,22,9,,81,-3.6,-0.7,-4,,16100,1.4,4,,,,-0.6,-1.5
"2024-10-01 05:00:00 MDT",1727780400,96.7,101.21,SW,23,9,,78,-3.9,-0.5,-4,,16100,1.4,4,,,,0.1,-0.6
"2024-10-01 04:00:00 MDT",1727776800,96.77,101.28,SSW,21,9,,77,-4,-0.4,-4,,16100,1.4,4,,,,0.9,-0.6
"2024-10-01 03:00:00 MDT",1727773200,96.77,101.28,SSW,21,8,,72,-3.9,0.6,,,16100,1.4,3,,,,1.6,-0.8
"2024-10-01 02:00:00 MDT",1727769600,96.79,101.3,N,35,8,,74,-3.7,0.4,,,16100,1.4,4,,,,1.5,0.4
"2024-10-01 01:00:00 MDT",1727766000,96.86,101.37,SSW,21,17,,69,-3.6,1.5,,,16100,1.5,4,,,,3.1,1.5
"2024-10-01 00:00:00 MDT",1727762400,96.92,101.44,SW,23,15,,64,-3.1,3.1,,,16100,1.5,4,,,,3.9,3
"2024-09-30 23:00:00 MDT",1727758800,96.95,101.48,WSW,24,15,,63,-2.9,3.5,,,16100,1.6,4,,,,6.2,3.3
"2024-09-30 22:00:00 MDT",1727755200,96.95,101.48,WSW,24,17,,57,-2.7,5.1,,,16100,1.8,4,,,,6.1,4.8
"2024-09-30 21:00:00 MDT",1727751600,96.98,101.51,WSW,24,17,,50,-3.7,5.9,,,16100,1.9,4,,,,8.5,5.4
"2024-09-30 20:00:00 MDT",1727748000,97.02,101.56,W,26,15,,47,-3,7.6,,,16100,4,4,,,,9.7,7.4
"2024-09-30 19:00:00 MDT",1727744400,97.03,101.55,WNW,29,17,,40,-3.3,9.6,,,16100,1.7,4,,,,11.6,9.6
"2024-09-30 18:00:00 MDT",1727740800,97,101.51,WNW,30,26,39,33,-4,11.7,,,16100,1.7,4,,,,12.8,11.6
"2024-09-30 17:00:00 MDT",1727737200,96.99,101.5,W,28,37,50,31,-4.1,12.7,,,16100,1.7,4,,,,13.1,12.3
"2024-09-30 16:00:00 MDT",1727733600,97,101.5,W,28,30,50,34,-2.9,12.7,,,16100,1.6,4,,,,13,12
"2024-09-30 15:00:00 MDT",1727730000,97,101.49,W,28,35,46,33,-3.6,12.1,,,16100,1.5,3,,,,12.3,11.7
"2024-09-30 14:00:00 MDT",1727726400,96.98,101.47,W,26,32,45,36,-2.9,11.6,,,16100,1.6,4,,,,12,11.2
"2024-09-30 13:00:00 MDT",1727722800,97.01,101.5,W,28,24,35,43,-0.5,11.7,,,16100,1.6,4,,,,11.7,9.4
"2024-09-30 12:00:00 MDT",1727719200,97.04,101.54,W,26,18,28,52,0.1,9.3,,,16100,2,4,,,,9.4,6.8
"2024-09-30 11:00:00 MDT",1727715600,97.09,101.6,WSW,25,21,,61,-0.2,6.9,,,16100,2,4,,,,7.2,5.1
"2024-09-30 10:00:00 MDT",1727712000,97.11,101.63,WSW,25,13,,72,0.7,5.4,,,16100,2,4,,,,5.4,3.4
"2024-09-30 09:00:00 MDT",1727708400,97.09,101.61,SW,22,11,,79,0,3.3,,,16100,2,4,,,,3.3,1.2
"2024-09-30 08:00:00 MDT",1727704800,97.05,101.58,WSW,24,9,,86,-0.7,1.4,,,16100,2,4,,,,2.8,0.9
"2024-09-30 07:00:00 MDT",1727701200,97.01,101.53,W,26,17,,80,-0.2,2.9,,,16100,1.3,4,,,,3.1,1.8
"2024-09-30 06:00:00 MDT",1727697600,96.94,101.46,WSW,24,11,,82,-0.5,2.3,,,16100,1.3,4,,,,2.5,2
"2024-09-30 05:00:00 MDT",1727694000,96.87,101.38,SW,23,15,,83,-0.4,2.2,,,16100,1.2,4,,,,4.1,2.1
"2024-09-30 04:00:00 MDT",1727690400,96.83,101.33,W,26,9,,75,0.2,4.3,,,16100,1.2,4,,,,6.4,3.5
"2024-09-30 03:00:00 MDT",1727686800,96.8,101.28,W,28,13,,72,1.6,6.3,,,16100,1.3,4,,,,7.2,6.3
"2024-09-30 02:00:00 MDT",1727683200,96.76,101.23,WNW,30,15,,69,1.9,7.2,,,16100,1.3,4,,,,7.4,6.8
"2024-09-30 01:00:00 MDT",1727679600,96.72,101.19,WNW,29,11,,75,3.1,7.3,,,16100,1.4,4,,,,7.8,7.3
"2024-09-30 00:00:00 MDT",1727676000,96.69,101.17,WNW,30,13,,75,3.6,7.8,,,16100,1.4,4,,,,8.2,7.8
"2024-09-29 23:00:00 MDT",1727672400,96.65,101.13,WNW,30,15,,74,3.8,8.2,,,16100,1.5,4,,,,8.7,8.1
"2024-09-29 22:00:00 MDT",1727668800,96.62,101.11,NW,31,15,,72,3.9,8.7,,,16100,1.6,4,,,,9.1,8.5
"2024-09-29 21:00:00 MDT",1727665200,96.56,101.05,NNW,33,15,,68,3.5,9.1,,,16100,1.7,4,,,,9.3,9
"2024-09-29 20:00:00 MDT",1727661600,96.49,100.98,NW,32,17,,74,4.8,9.2,,,16100,1.7,4,,,,9.6,9.2
"2024-09-29 19:00:00 MDT",1727658000,96.45,100.93,NW,32,18,28,72,4.8,9.6,,,16100,1.7,4,,,,9.8,9.5
"2024-09-29 18:00:00 MDT",1727654400,96.39,100.87,NW,32,11,,80,6.2,9.5,,,16100,1.6,4,,,,10.4,9.5
"2024-09-29 17:00:00 MDT",1727650800,96.33,100.8,NNW,34,18,28,72,5.6,10.4,,,16100,1.6,4,,,,12,10.4
"2024-09-29 16:00:00 MDT",1727647200,96.27,100.73,NNW,34,22,,64,5.5,12,,,16100,1.6,4,,,,13.1,12
"2024-09-29 15:00:00 MDT",1727643600,96.25,100.7,ENE,7,4,,57,4.8,13.1,,,16100,1.6,4,,,,14,13.1
"2024-09-29 14:00:00 MDT",1727640000,96.24,100.69,N,1,15,,57,5.2,13.5,,,16100,1.5,3,,,,14.1,12.7
"2024-09-29 13:00:00 MDT",1727636400,96.32,100.78,NNW,34,8,,63,5.9,12.6,,,16100,1.4,4,,,,12.7,11.5
"2024-09-29 12:00:00 MDT",1727632800,96.33,100.8,NNE,2,11,,66,5.6,11.6,,,16100,1.3,4,,,,11.6,9
"2024-09-29 11:00:00 MDT",1727629200,96.4,100.88,NW,31,11,,81,5.8,8.9,,,16100,1.1,4,,,,9,6
"2024-09-29 10:00:00 MDT",1727625600,96.4,100.89,NNW,33,9,,89,4.2,5.9,,,16100,1,4,,,,5.9,4.7
"2024-09-29 09:00:00 MDT",1727622000,96.42,100.91,N,36,4,,97,4.1,4.5,,,16100,1,4,,,,4.5,4
"2024-09-29 08:00:00 MDT",1727618400,96.45,100.94,ENE,7,5,,95,3.6,4.3,,,16100,1,3,,,,4.8,4.1
"2024-09-29 07:00:00 MDT",1727614800,96.54,101.03,NE,5,4,,92,3.7,4.9,,,16100,1,4,,,,5.1,4.1
"2024-09-29 06:00:00 MDT",1727611200,96.67,101.15,ENE,7,4,,95,3.9,4.6,,,16100,1,4,,,,5.5,4.1
"2024-09-29 05:00:00 MDT",1727607600,96.69,101.17,NNE,3,8,,87,3.4,5.4,,,16100,1,4,,,,6.2,5.4
"2024-09-29 04:00:00 MDT",1727604000,96.8,101.28,E,9,11,,82,3.1,6,,,16100,1,3,,,,6.2,5.6
"2024-09-29 03:00:00 MDT",1727600400,96.91,101.39,E,9,8,,80,3,6.2,,,16100,1,3,,,,6.4,5.6
"2024-09-29 02:00:00 MDT",1727596800,96.99,101.48,SE,13,11,,84,3.3,5.7,,,16100,1.1,4,,,,7.1,5.3
"2024-09-29 01:00:00 MDT",1727593200,97.05,101.55,ENE,6,4,,75,2.9,7,,,16100,1.2,4,,,,7.1,5.9
"2024-09-29 00:00:00 MDT",1727589600,97.1,101.61,SE,13,9,,81,3,6,,,16100,1.3,4,,,,7,6
"2024-09-28 23:00:00 MDT",1727586000,97.1,101.61,E,9,8,,79,3,6.4,,,16100,1.3,3,,,,7.1,6.2
"2024-09-28 22:00:00 MDT",1727582400,97.16,101.67,SE,14,4,,75,3,7.1,,,16100,2,4,,,,8,6.6
"2024-09-28 21:00:00 MDT",1727578800,97.15,101.66,SSE,15,9,,67,2.1,7.8,,,16100,2,4,,,,9.1,7.8
"2024-09-28 20:00:00 MDT",1727575200,97.15,101.66,SSE,16,11,,63,2.5,9.1,,,16100,1.7,4,,,,10.4,9
"2024-09-28 19:00:00 MDT",1727571600,97.18,101.69,SSE,16,9,,67,4.4,10.2,,,16100,1.7,4,,,,12.6,9.8
"2024-09-28 18:00:00 MDT",1727568000,97.18,101.67,SW,22,4,,55,3.8,12.6,,,16100,1.6,4,,,,13.7,12.5
"2024-09-28 17:00:00 MDT",1727564400,97.23,101.72,W,27,9,,47,2.6,13.7,,,16100,1.6,3,,,,14.4,13.6
"2024-09-28 16:00:00 MDT",1727560800,97.25,101.74,W,27,15,,47,2.9,14.1,,,16100,1.6,4,,,,14.5,13
"2024-09-28 15:00:00 MDT",1727557200,97.3,101.8,W,26,13,,53,3.9,13.4,,,16100,1.6,4,,,,14,12.4
"2024-09-28 14:00:00 MDT",1727553600,97.37,101.88,WNW,29,18,,58,4.9,13,,,16100,1.5,3,,,,13.1,10.6
"2024-09-28 13:00:00 MDT",1727550000,97.37,101.88,W,26,22,34,62,3.8,10.8,,,16100,1.4,3,,,,11.4,10.1
"2024-09-28 12:00:00 MDT",1727546400,97.35,101.87,WSW,25,24,34,66,3.9,10,,,16100,1.3,4,,,,10.1,9.6
"2024-09-28 11:00:00 MDT",1727542800,97.31,101.82,W,26,26,33,69,4.4,9.8,,,16100,1.2,4,,,,9.9,9
"2024-09-28 10:00:00 MDT",1727539200,97.25,101.76,WSW,25,18,28,75,4.7,8.9,,,16100,1.2,4,,,,8.9,8.2
"2024-09-28 09:00:00 MDT",1727535600,97.16,101.67,WSW,25,21,30,76,4.1,8.1,,,16100,1.3,4,,,,8.1,7.7
"2024-09-28 08:00:00 MDT",1727532000,97.07,101.57,WSW,25,24,34,77,3.9,7.7,,,16100,1.3,4,,,,7.7,7.1
"2024-09-28 07:00:00 MDT",1727528400,96.98,101.48,WSW,24,18,,80,4.1,7.3,,,16100,1.2,4,,,,8.3,7.3
"2024-09-28 06:00:00 MDT",1727524800,96.91,101.4,W,26,21,30,75,4.1,8.2,,,16100,1.2,4,,,,8.5,8
"2024-09-28 05:00:00 MDT",1727521200,96.83,101.31,WSW,25,28,41,75,4.1,8.3,,,16100,1.2,4,,,,8.5,8.1
"2024-09-28 04:00:00 MDT",1727517600,96.75,101.22,WSW,24,24,34,76,4.1,8.1,,,16100,1.2,4,,,,8.1,6.1
"2024-09-28 03:00:00 MDT",1727514000,96.71,101.19,SW,22,11,,85,3.8,6.1,,,16100,1.2,4,,,,7.2,6.1
"2024-09-28 02:00:00 MDT",1727510400,96.66,101.14,SW,22,18,,85,4.5,6.8,,,16100,1.1,4,,,,7.6,6.7
"2024-09-28 01:00:00 MDT",1727506800,96.62,101.1,SW,23,21,,84,5,7.5,,,16100,1.1,4,,,,7.5,6.6
"2024-09-28 00:00:00 MDT",1727503200,96.58,101.07,SSW,21,15,,90,5.1,6.6,,,16100,1.3,4,,,,7.4,6.4
"2024-09-27 23:00:00 MDT",1727499600,96.54,101.03,SW,22,15,,88,5.6,7.4,,,16100,1.5,4,,,,8.5,7.4
"2024-09-27 22:00:00 MDT",1727496000,96.52,101.01,SSW,21,15,,89,6.8,8.5,,,16100,1.7,4,,,,9.8,8.5
"2024-09-27 21:00:00 MDT",1727492400,96.46,100.94,S,19,13,,87,7.1,9.2,,,14500,1.8,4,,,,10,9.2
"2024-09-27 20:00:00 MDT",1727488800,96.44,100.92,SSE,15,13,,80,6.5,9.8,,,16100,1.8,4,,,,10.4,9.7
"2024-09-27 19:00:00 MDT",1727485200,96.4,100.88,SSE,15,8,,76,6.4,10.5,,,16100,1.9,4,,,,11.1,10.5
"2024-09-27 18:00:00 MDT",1727481600,96.37,100.84,S,17,8,,72,6.3,11.1,,,16100,2,4,,,,12.2,11.1
"2024-09-27 17:00:00 MDT",1727478000,96.34,100.81,SSW,20,8,,65,5.9,12.2,,,16100,2.1,4,,,,12.6,12.2
"2024-09-27 16:00:00 MDT",1727474400,96.3,100.77,SW,22,8,,61,5,12.3,,,16100,2,4,,,,12.7,11.9
"2024-09-27 15:00:00 MDT",1727470800,96.24,100.7,WSW,25,5,,62,4.9,12,,,16100,1.9,3,,,,12.6,11.4
"2024-09-27 14:00:00 MDT",1727467200,96.2,100.67,SE,12,4,,63,4.5,11.3,,,16100,1.8,4,,,,11.8,9.1
"2024-09-27 13:00:00 MDT",1727463600,96.16,100.64,SSW,20,5,,82,6.1,9,,,16100,1.7,4,,,,9.1,7.8
"2024-09-27 12:00:00 MDT",1727460000,96.1,100.58,S,17,4,,85,5.4,7.8,,,16100,1.6,4,,,,7.9,6.9
"2024-09-27 11:00:00 MDT",1727456400,96.06,100.54,N,36,0,,89,5.2,6.9,,,16100,1.4,4,,,,6.9,5.1
"2024-09-27 10:00:00 MDT",1727452800,96.05,100.53,WNW,30,5,,96,4.8,5.4,,,16100,1.4,4,,,,6.5,5.4
"2024-09-27 09:00:00 MDT",1727449200,95.98,100.44,E,8,8,,93,4.8,5.8,,,16100,1.4,4,,,,5.8,5
"2024-09-27 08:00:00 MDT",1727445600,95.99,100.45,E,8,8,,95,4.3,5,,,12900,1.3,4,,,,5.1,4.8
"2024-09-27 07:00:00 MDT",1727442000,95.97,100.42,ESE,11,5,,91,3.5,4.8,,,9700,1.2,4,,,,5.5,4.7
"2024-09-27 06:00:00 MDT",1727438400,95.99,100.43,ENE,7,5,,82,2.2,5,,,16100,1.3,4,,,,5.1,4.5
"2024-09-27 05:00:00 MDT",1727434800,95.98,100.42,ESE,12,5,,80,1.7,4.9,,,16100,1.3,4,,,,5.2,4.2
"2024-09-27 04:00:00 MDT",1727431200,95.99,100.44,ESE,10,4,,84,1.6,4,,,16100,1.4,4,,,,5.2,3.7
"2024-09-27 03:00:00 MDT",1727427600,96.01,100.46,E,10,5,,80,1.9,5.1,,,16100,1.5,4,,,,5.1,3.4
"2024-09-27 02:00:00 MDT",1727424000,96.03,100.49,E,9,4,,87,1.8,3.8,,,16100,1.5,4,,,,5.7,2.7
"2024-09-27 01:00:00 MDT",1727420400,96.02,100.48,ENE,7,5,,79,0.5,3.7,,,16100,1.6,3,,,,5,3.6
"2024-09-27 00:00:00 MDT",1727416800,96.08,100.54,SSW,21,15,,71,0.2,5,,,16100,1.7,4,,,,5.5,4.8
"2024-09-26 23:00:00 MDT",1727413200,96.08,100.55,SSW,20,13,,71,0.4,5.2,,,16100,1.8,4,,,,7.3,5.2
"2024-09-26 22:00:00 MDT",1727409600,96.05,100.52,N,36,17,,75,1.2,5.2,,,16100,1.8,4,,,,9,5.2
"2024-09-26 21:00:00 MDT",1727406000,96.04,100.49,WSW,24,9,,57,1.2,9.2,,,16100,1.9,4,,,,11,8.8
"2024-09-26 20:00:00 MDT",1727402400,96.03,100.47,WSW,24,17,,52,1.6,11.1,,,16100,2,4,,,,13.4,11.1
"2024-09-26 19:00:00 MDT",1727398800,95.97,100.39,W,26,15,,55,4.4,13.2,,,16100,2.1,4,,,,15.1,12.9
"2024-09-26 18:00:00 MDT",1727395200,95.85,100.26,W,26,13,,54,5.6,14.9,,,16100,2,4,,,,15.1,14.6
"2024-09-26 17:00:00 MDT",1727391600,95.86,100.27,W,26,11,,62,7.4,14.6,,,16100,2,3,,,,14.8,12.3
"2024-09-26 16:00:00 MDT",1727388000,95.84,100.26,WNW,30,13,,76,8.6,12.7,,,16100,1.8,4,,,,14.1,12.7
"2024-09-26 15:00:00 MDT",1727384400,95.82,100.23,WNW,30,17,28,67,7,12.9,,,16100,1.7,3,,,,13.5,11.9
"2024-09-26 14:00:00 MDT",1727380800,95.78,100.19,W,28,22,31,73,8.1,12.7,,,16100,1.6,4,,,,12.7,11.1
"2024-09-26 13:00:00 MDT",1727377200,95.7,100.11,W,28,22,,84,8.5,11.1,,,16100,2,3,,,,11.2,10.4
"2024-09-26 12:00:00 MDT",1727373600,95.65,100.06,W,26,18,,90,8.9,10.4,,,16100,2,3,,,,10.4,9.2
"2024-09-26 11:00:00 MDT",1727370000,95.6,100.01,WSW,24,9,,95,8.5,9.2,,,16100,1.9,4,,,,9.2,8.6
"2024-09-26 10:00:00 MDT",1727366400,95.58,99.99,SW,23,11,,96,8,8.6,,,16100,1.9,4,,,,9.1,8.6
"2024-09-26 09:00:00 MDT",1727362800,95.52,99.92,WNW,29,15,,93,8,9.1,,,16100,1.8,4,,,,9.9,9.1
"2024-09-26 08:00:00 MDT",1727359200,95.45,99.85,WNW,29,22,35,91,8.4,9.8,,,16100,2,4,,,,10.1,9.8
"2024-09-26 07:00:00 MDT",1727355600,95.46,99.84,W,28,28,,94,9.3,10.2,,,6400,1.4,4,,,,11.4,10.2
"2024-09-26 06:00:00 MDT",1727352000,95.31,99.67,WNW,30,17,,92,10.2,11.4,,,14500,1.4,4,,,,11.6,10.9
"2024-09-26 05:00:00 MDT",1727348400,95.22,99.58,W,26,11,,92,9.8,11,,,16100,1.3,4,,,,11.8,10.6
"2024-09-26 04:00:00 MDT",1727344800,95.13,99.48,NW,32,11,,91,10.1,11.5,,,16100,1.4,4,,,,12,10.9
"2024-09-26 03:00:00 MDT",1727341200,95.13,99.49,W,27,11,,90,9.6,11.2,,,16100,1.3,4,,,,12.2,11.1
